"id","country","useable","black","silver","gray","white","maroon","red","purple","fuchsia","green","lime","olive","yellow","navy","blue","teal","aqua","hue","saturation","value","textArea","nonTextArea","maxLevel","averageLevel","numOfLeaves","numOf1stLevelNodes","numOf2ndLevelNodes","numOf3rdLevelNodes","percentageOfLeafArea","percentageOfLeafArea2","numOfTextGroup","numOfImageArea","colorfulness1","colorfulness2","colorNumQuadTreeLeaves","intensityNumQuadTreeLeaves","colorHorizontalSymmetry","colorVerticalSymmetry","colorHorizontalBalance","colorVerticalBalance","intensityHorizontalSymmetry","intensityVerticalSymmetry","intensityHorizontalBalance","intensityVerticalBalance","colorEquilibrium","intensityEquilibrium","colorfulnessScore","complexityScore"
"36","reader",1,0.00276718148961663,0.10059966892004,0.0444015488028526,0.719377875328064,0.00214004516601562,1.52587890625e-05,0.000850677490234375,0,0.00111007690429688,0,0.00211791996844113,9.91821252682712e-06,0.00265045161359012,6.25610337010585e-05,0.00391006469726562,0.000180053713847883,21.1300415039063,21.4254051208496,219.35725402832,173247,315605,5,4.73076923076923,26,1,2,6,37.2964477539062,48.4699098127246,4,1,24.3802861537981,9.45247610397157,2213,2278,0.899606323242187,0.752603149414062,0.0306886293231301,0.779582693778373,0.927297973632813,0.683441162109375,0.21144083441019,0.907947907779142,0.8087890625,0.8099609375,3.01615078353772,4.88306234021131
"37","reader",1,0.0949127227067947,0.800469994544983,0.0495262145996094,0.733788311481476,0.154093936085701,0.0160873420536518,0.094218447804451,2.74658195849042e-05,0.127684026956558,0,0.0918502807617188,0.00257644662633538,0.131057739257812,0.000141906741191633,0.0690467804670334,0.000170898434589617,19.8345375061035,21.0403335571289,214.251661682129,154100,334705,5,4.66666666666667,24,1,2,6,37.2928619384766,48.4652497402257,4,1,40.9446317450571,12.0284682842972,2302,1951,0.884878540039063,0.725247192382813,0.268115481729685,0.852156844221211,0.95545654296875,0.682904052734375,0.133786425017768,0.990510731796245,0.7732421875,0.80078125,3.7837117673707,4.92030404172615
"38","reader",1,0.0337486267089844,0.853059411048889,0.103484347462654,0.77854311466217,0.0981712341308594,0.000913238502107561,0.121022030711174,0,0.0461318977177143,2.28881845032447e-06,0.121385954320431,0.0205032341182232,0.0508300773799419,0.000357818615157157,0.058807373046875,0.00040435791015625,15.4296051025391,24.8182312011719,228.227498626709,146846,311375,5,4.73076923076923,26,1,2,6,34.9594879150391,45.4328314997105,5,2,36.907835945723,20.6668292648683,2109,2110,0.916864013671875,0.7310791015625,0.246694553452068,0.815590513659424,0.938360595703125,0.664144897460938,0.256488420012811,0.960371161487402,0.778125,0.80546875,4.01685300778109,4.77828133591565
"39","reader",1,0.029119873419404,0.133309930562973,0.0213981624692678,0.652877807617188,0.0188514702022076,0.00177536008413881,0.00151596067007631,0,0.0193862915039062,9.91821252682712e-06,0.00532608013600111,0.00452804565429688,0.0171730034053326,0.000257110601523891,0.003882598830387,7.40051254979335e-05,23.323316192627,29.5638343811035,218.648362731934,215465,178342,11,7.38028169014085,71,1,3,7,30.0450897216797,30.1629136029412,13,6,37.0175450503879,19.0126097649215,2180,3390,0.767808532714844,0.744190979003906,0.574805321428113,0.329712781199133,0.719847106933594,0.704756164550781,0.43936267543945,0.223365778121889,0.8208984375,0.8896484375,3.11962085493596,5.8382485985174
"40","reader",1,0.0204544067382812,0.962070465087891,0.0147254941985011,0.944975256919861,0.0284049995243549,0,0.0105354310944676,0,0.0253608711063862,0,0.00927581824362278,1.75476070580771e-05,0.030645752325654,0.000141906741191633,0.011877441778779,0.000213623046875,9.84103622436523,6.55860366821289,239.686044311523,200303,23930,11,6.95833333333333,48,1,2,6,17.1076202392578,22.2328092900033,5,2,17.2560821179427,10.6797930817305,1107,2865,0.92362060546875,0.833914184570313,0.360903884428438,0.483802966233831,0.919276428222656,0.753996276855469,0.259265215168936,0.495846275022663,0.848828125,0.8662109375,2.67804392757222,3.8929405344192
"41","reader",1,1.75476070580771e-05,0.0296989437192678,0.00157546997070312,0.913851141929626,0.000181579584022984,3.66210952051915e-05,0.000104522703622933,0,2.82287601294229e-05,0,0.000214385989238508,8.39233416627394e-06,0.000184631353477016,8.16345200291835e-05,0.000174713131855242,0.000141906741191633,8.87093963623047,5.69153060913086,245.327877807617,298751,985,5,4.75,40,1,2,6,22.8680419921875,29.9803155906923,4,0,17.3488401771324,8.557323506875,684,4468,0.889399719238281,0.928627014160156,1,0.555593045411242,0.851142883300781,0.686381530761719,0.292385628886461,0.417177853896964,0.735546875,0.8736328125,1.92813266422486,4.70257326512961
"49","reader",1,5.11169419041835e-05,0.0238761901855469,0.000966644263826311,0.933060467243195,9.9945071269758e-05,3.28063979395665e-05,5.95092787989415e-05,0,6.866455078125e-05,0,0.000125885009765625,1.22070314318989e-05,0.000135803216835484,0.00063323974609375,0.000159454342792742,0.00142211909405887,6.90810623168945,4.82760925292969,247.851586151123,228827,3881,7,4.97142857142857,35,1,2,5,17.7542114257812,23.8455737086739,10,1,17.8148537437009,7.62888960120532,4,3330,1,1,NA,NA,0.869142150878906,0.666325378417969,0.316136087949034,0.461696929047094,0,0.8576171875,1.85657091518911,4.25468462333916
"61","reader",1,0.0279411319643259,0.931821465492249,0.0369781479239464,0.870334625244141,0.0490707382559776,2.28881845032447e-06,0.0488677993416786,0,0.0329345688223839,0,0.0550018325448036,7.47680678614415e-05,0.0326469428837299,0.000276947015663609,0.0348960869014263,0.000339508056640625,16.6538589477539,10.8863838195801,236.598148345947,182727,201208,6,4.85185185185185,27,1,2,5,29.2919158935547,38.1148045491367,8,1,18.2846003936491,8.57782394520113,1151,1904,0.874574279785156,0.906327819824219,0.53218108949006,0.0110238464141333,0.853164672851562,0.76800537109375,0.640280219894779,0.784433365577796,0.9427734375,0.7169921875,2.8723300375436,4.57272390706891
"62","reader",1,0.000603485095780343,0.0285163875669241,0.00646514911204576,0.80048143863678,0.000160980227519758,0.00212631234899163,0.120603181421757,0,0.0571205131709576,0,0.0973068252205849,0.0112709049135447,0.10149459540844,0.000276947015663609,0.10745544731617,0.000332641589920968,17.6718544006348,15.2092269897461,229.418933105469,163307,178930,6,5.24,25,1,2,5,26.1106109619141,34.2313678263931,7,1,28.0297018719381,11.8837995490142,1408,1348,0.941395568847656,0.929084777832031,0.138249451911162,0.151140964950596,0.914749145507812,0.807229614257812,0.357188614250317,0.534783076757455,0.9666015625,0.821484375,2.85028126021143,4.29522520259449
"63","reader",1,0.0102958679199219,0.0404907241463661,0.0292076114565134,0.650296807289124,0.0174995418637991,0.0110221859067678,0.00158157350961119,0,0.0042572021484375,3.814697265625e-06,0.00886077899485826,4.27246086474042e-05,0.00396270770579576,0.000201416012714617,0.00253219599835575,0.000231170648476109,21.6085517883301,44.2513381958008,200.589227294922,96626,397559,8,5.6,30,1,2,5,37.7033233642578,49.059774925743,5,7,40.0584311162961,25.9585458054516,4048,363,0.952296447753906,0.739915466308594,0.101394972563588,0.491174683031418,0.973487854003906,0.948585510253906,0.577581470053679,1,0.8546875,0.541796875,4.72229786466104,4.97791416022091
"64","reader",1,0.067255400121212,0.86188280582428,0.0509010329842567,0.805805206298828,0.095835879445076,7.62939464493684e-07,0.0692321807146072,0,0.0856224074959755,0,0.0688606277108192,5.49316391698085e-05,0.090296171605587,0.00534591684117913,0.0676399245858192,0.00495529174804688,17.8520713806152,17.7150337219238,226.163571166992,182734,194314,8,5.375,32,1,2,5,28.7664794921875,37.4311037692393,8,4,25.9054069351434,9.48117268485652,2011,1645,0.925442504882813,0.910589599609375,0.3202278041522,0.340600525612705,0.938298034667969,0.800529479980469,0.321791537509237,0.775210980052159,0.91875,0.71171875,3.45648622314323,4.82293946718965
"65","reader",1,0.0150001524016261,0.970364391803741,0.0119033809751272,0.93983918428421,0.0220466610044241,1.52587892898737e-06,0.0114486692473292,0,0.0178176872432232,0,0.0117179872468114,0.000123596197227016,0.0217643734067678,0.000276947015663609,0.00989303551614285,0.000334167474647984,14.0813789367676,9.51639099121094,243.696305084229,146065,231682,6,5.03703703703704,27,1,2,5,28.8198089599609,37.5004963705386,10,2,20.8733559335723,10.253592685506,830,2004,0.930314636230469,0.919554138183594,0.266922496225466,0.220782012424496,0.880952453613281,0.778404235839844,0.512295023476859,0.684343466156036,0.9744140625,0.7556640625,2.99609740633344,4.47340177195313
"66","reader",1,0.0626106262207031,0.873356640338898,0.0565315261483192,0.819613635540009,0.078643798828125,9.91821252682712e-06,0.0692909210920334,0,0.0856178253889084,0,0.0811370834708214,4.42504897364415e-05,0.0838020294904709,0.000276947015663609,0.0939346328377724,0.000318908685585484,15.7163848876953,12.2802291870117,226.378938293457,175166,224113,8,5.21428571428571,28,1,2,5,30.4625701904297,40.6080028314206,8,1,17.5649495375604,10.4176911112869,2377,1619,0.988639831542969,0.855720520019531,0.0172528643751665,0.59045889398246,0.946882629394531,0.830552673339844,0.29214124780663,0.567883313195935,0.9259765625,0.80078125,3.56032593647968,4.58721514235164
"67","reader",1,0.000623321509920061,0.112816616892815,0.0458938591182232,0.81890332698822,0.000634002673905343,1.67846683325479e-05,0.000433349603554234,0,0.000775146472733468,0,0.00240554800257087,0.000186157223652117,6.1798098613508e-05,0.000107574465801008,0.000462341296952218,0.0120063778012991,14.1881843566895,15.5483642578125,233.921907806396,154168,240282,5,4.73913043478261,23,1,2,5,30.0941467285156,39.8891255235795,8,1,26.3587154515109,12.910764154441,2011,1807,0.962417602539062,0.922369384765625,0.126886160231744,0.386079360654214,0.890937805175781,0.779997253417969,0.163784363423669,0.841321096411799,0.9625,0.719140625,3.17226998406941,4.48774567375007
"68","reader",1,0.0753051787614822,0.865740954875946,0.0481140129268169,0.80918276309967,0.105049133300781,0.00136871333234012,0.0495262145996094,0,0.0894264206290245,0,0.0592117309570312,0.00135498051531613,0.0853996276855469,0.000276947015663609,0.0560157783329487,0.00032806396484375,22.8174407958984,23.1481452941895,226.698171234131,148685,271609,7,5.07692307692308,26,1,2,5,32.0658874511719,42.8151435137646,8,1,31.1312115589481,10.4390538508927,2261,1679,0.94581298828125,0.865576171875,0.0894482072834387,0.565712799533259,0.874232482910156,0.803797912597656,0.202282770991372,0.336394523185736,0.934375,0.8587890625,3.66158534120672,4.68418520012792
"69","reader",1,0.00170974736101925,0.887600719928741,0.0350181572139263,0.859812140464783,0.0917449966073036,0.000994110130704939,0.0371269211173058,0,0.0651481598615646,0,0.0571624748408794,0.00163040158804506,0.0661239624023438,0.000276947015663609,0.0194366462528706,0.000334167474647984,13.9471893310547,16.3044647216797,233.015661621094,202556,185163,9,5.42424242424242,33,1,2,5,29.5806121826172,38.5518460626743,9,3,33.4370301300674,20.2134929000514,1635,2155,0.914625549316406,0.829533386230469,0.17934121748862,0.75905324058836,0.94151611328125,0.812588500976563,0.227213836627958,0.638231745219204,0.809765625,0.7873046875,3.56297267606572,5.07064170108602
"71","reader",1,0.0230300910770893,0.965003192424774,0.0122756958007812,0.956360638141632,0.0270912162959576,0,0.0102111818268895,0,0.0223564151674509,0,0.00850601214915514,4.50134284619708e-05,0.0275627132505178,0.000996398972347379,0.00896682776510715,0.00107879634015262,5.81783905029297,3.87988128662109,248.235542297363,193590,8532,6,4.92105263157895,38,1,2,6,15.4206848144531,20.4896295845751,9,2,15.3531879112911,6.54682119072296,4,2863,1,1,NA,NA,0.818751525878906,0.767854309082031,0.515911665612264,0.365132182110384,0,0.86796875,2.12064615754355,3.86009407427567
"72","reader",1,0.0248725898563862,0.964705646038055,0.012295532040298,0.956000506877899,0.0273963920772076,0,0.0101722721010447,0,0.0226516723632812,0,0.00850753765553236,4.50134284619708e-05,0.0278572086244822,0.000996398972347379,0.00895004253834486,0.00108032231219113,5.86064834594727,3.89646453857422,248.173959350586,193609,8532,6,4.92105263157895,38,1,2,6,15.4221343994141,20.4915556636863,9,2,15.390252897525,6.55114834407916,4,2887,1,1,NA,NA,0.817781066894531,0.761534118652344,0.50871138133772,0.354162846634237,0,0.873046875,2.12091182045932,3.86093319560251
"73","reader",1,0.0223106388002634,0.966046154499054,0.0120849609375,0.957460761070251,0.0261802673339844,0,0.0100303646177053,0,0.0215003974735737,0,0.00841293297708035,4.50134284619708e-05,0.0266242977231741,0.000996398972347379,0.00883636437356472,0.00107879634015262,5.71436309814453,3.82817993164063,248.439817810059,188209,8532,6,4.92105263157895,38,1,2,6,15.0101470947266,19.9441437057762,9,2,15.2847697598999,6.48562321359164,4,2819,1,1,NA,NA,0.816433715820313,0.760275268554688,0.531729376644105,0.389837455373033,0,0.8607421875,2.12590094773591,3.79726545484962
"74","reader",1,6.86645489622606e-06,0.0204559322446585,0.00101089477539062,0.934034705162048,3.50952141161542e-05,1.29699710669229e-05,2.288818359375e-05,0,6.10351571594947e-06,0,2.97546393994708e-05,3.66210952051915e-05,5.95092787989415e-05,0.000305938709061593,0.000170135492226109,0.000676727271638811,5.83021469116211,3.8733268737793,248.270974731445,191729,8532,6,4.92105263157895,38,1,2,6,15.2787017822266,20.3009752042658,9,2,15.3501689875023,6.50169235855666,4,2880,1,1,NA,NA,0.814141845703125,0.761801147460938,0.534134195603573,0.349433197070529,0,0.87265625,1.94250320706957,3.83883290431834
"75","reader",1,8.3160397480242e-05,0.789625525474548,0.0223815925419331,0.92463606595993,0.0518875122070312,0,0.0147209167480469,0,0.0446975715458393,0,0.0124359130859375,8.0108642578125e-05,0.0524154677987099,0.00019073486328125,0.0129287717863917,0.000256347644608468,8.50457458496094,5.46293716430664,242.706627655029,324830,1695,5,4.825,40,1,2,6,24.9118804931641,32.6150904912066,6,0,17.0909031916495,8.04662167393419,118,4450,0.982562255859375,0.98243408203125,1,1,0.870555114746094,0.734489440917969,0.257509373789493,0.260987343479532,0.687109375,0.8962890625,1.92094779354442,5.10361400303295
"76","reader",1,0.0358070358633995,0.940872192382812,0.0182090755552053,0.92842561006546,0.0487991347908974,0,0.0148597713559866,0,0.0414222702383995,0,0.0125839235261083,7.09533705958165e-05,0.0490043647587299,0.00019073486328125,0.0128334043547511,0.000268554693320766,8.48954849243164,5.4425407409668,243.373665618896,317577,1991,7,5,42,1,2,6,24.381103515625,32.1769871228819,8,0,17.0413601527317,8.19083416829452,270,4615,0.981333923339844,0.954747009277344,0.542721986794126,1,0.896754455566406,0.687590026855469,0.173187327237933,0.358414796144283,0.631640625,0.9046875,1.98238602086846,5.13542291514221
